item_id,nli_raw_story,nli_raw_acting,nli_raw_visuals,nli_ctr_story,nli_ctr_acting,nli_ctr_visuals,n_reviews,n_story,n_acting,n_visuals
6304481691,0.7484,0.9147,0.6522,0.1685,0.1502,-0.0828,123,58,44,12
6304500831,0.7887,0.7333,0.7397,0.4096,0.0367,0.2394,254,70,18,39
6304561873,0.5864,-0.1603,0.0356,0.4907,-0.1738,-0.0512,109,52,15,30
6304602898,0.7255,0.6222,0.4691,0.4847,0.0494,-0.0613,205,68,22,21
6304613113,0.3822,0.2671,0.6124,0.1566,0.0397,0.4828,199,34,32,25
6304618352,0.6105,0.7928,0.709,0.0216,0.166,0.0296,171,80,87,52
6304675348,0.5409,0.564,0.3064,0.1899,0.0701,-0.1119,193,106,77,17
6304679661,0.5852,0.6535,0.3129,0.2232,0.1775,-0.0905,90,42,32,17
630468150X,0.7742,0.8012,0.825,0.0137,0.1926,0.035,164,59,78,31
6304698771,0.7429,0.8304,0.6976,0.3713,0.0934,0.0503,116,41,11,18
6304744404,-0.0265,0.2575,0.4406,-0.0992,0.138,0.2297,243,122,98,70
6304795254,0.6825,0.8332,0.9225,0.2157,0.185,0.181,146,74,52,21
6304819927,0.3175,-0.0441,0.6775,0.018,-0.1922,0.3184,123,62,48,66
6304844948,0.0325,0.0206,0.3269,0.0336,0.0393,0.1737,179,99,69,52
6304872402,0.7677,0.6599,0.7871,0.47,0.0315,0.0619,137,59,24,23
6304946805,0.3469,0.53,0.3261,0.1078,0.1377,0.3135,92,35,19,6
6304953747,0.7109,0.6115,0.6056,0.2441,-0.0108,0.0523,220,94,60,74
6304961693,0.685,0.7874,0.5398,0.1277,0.2771,-0.1176,110,47,51,16
6304994540,0.5202,0.7227,0.606,0.137,0.1787,0.0599,430,177,126,30
6304994567,0.537,0.7367,0.6232,0.1378,0.1792,-0.0322,411,170,123,25
6305006598,0.6651,0.8041,0.6855,-0.0058,0.1808,0.1236,184,84,93,27
6305017271,0.5051,0.481,0.5572,0.0133,0.0367,0.0882,86,34,31,19
6305034397,0.5923,0.7554,0.7132,0.143,0.2095,0.0017,171,70,61,24
6305076154,0.664,0.3691,0.7705,0.3626,-0.117,0.3289,155,52,17,29
6305077754,0.8315,0.6965,0.5943,0.3834,0.0186,-0.0383,169,74,49,28
6305112878,0.7463,0.7208,0.731,0.212,0.0723,0.0712,99,50,39,12
6305128952,0.7206,0.818,0.9049,0.1101,0.1129,0.1549,133,54,47,34
6305132143,0.5708,0.6809,-0.643,0.2513,0.2176,-0.7574,120,58,40,5
6305132666,0.6805,0.7824,0.7184,0.2229,0.2081,0.1302,193,91,77,20
6305161879,0.5866,0.705,0.4126,0.1172,0.1474,-0.0448,117,57,48,7
6305168822,0.7207,0.7973,0.9191,0.3726,0.1592,0.6406,108,44,24,2
6305169187,0.3701,0.4453,0.6508,0.054,0.0439,0.1334,352,173,146,96
6305171769,0.3964,0.4346,0.3034,0.189,0.0714,0.0982,164,107,62,29
6305177473,0.7225,0.8468,0.6923,0.124,0.1394,-0.1264,114,52,44,7
6305183023,0.6358,0.7648,0.7593,0.1123,0.1491,0.1093,211,106,93,25
6305214522,0.4924,0.4396,0.2894,0.2961,0.2135,0.1595,84,28,27,4
6305229449,0.803,0.7675,0.8304,0.2737,-0.0095,0.0702,144,72,40,34
6305238065,0.5227,0.0018,0.4859,0.2289,-0.2587,0.0928,115,60,45,26
6305240655,0.5742,0.7481,0.4141,0.0486,0.2325,-0.1747,147,69,72,11
6305248869,0.5478,0.5299,0.6613,0.2484,0.0787,0.0126,154,93,61,17
6305265496,0.8748,0.8888,0.8596,0.4157,0.0428,0.0025,281,168,90,38
6305297525,0.2924,0.4553,0.8079,-0.0697,0.026,0.2376,190,91,69,71
6305326940,0.7756,0.791,0.9492,0.3356,0.0038,0.1722,163,69,30,35
6305342741,0.1886,0.0522,0.6627,-0.0031,-0.1153,0.4011,94,42,32,43
6305358591,0.6496,0.8044,0.804,0.0471,0.2291,0.0577,190,87,110,58
6305365121,0.3109,0.4375,0.6612,0.0471,0.0101,0.2214,179,89,52,42
6305368201,0.7324,0.7771,0.494,0.251,0.0825,-0.0666,303,152,104,22
6305416222,0.7384,0.7681,0.6751,0.4007,0.1254,0.1519,87,39,22,16
6305417830,0.3939,0.5599,0.307,0.1468,0.2767,-0.0758,139,72,69,11
6305426651,0.6584,0.6355,0.7282,0.313,0.0577,0.1112,129,79,44,15
6305428115,0.7765,0.724,0.6091,0.2953,0.1789,0.1091,173,60,59,29
6305428247,0.9124,0.9225,0.8791,0.4794,0.1206,-0.0373,96,54,27,5
6305432317,0.4556,0.3269,0.1613,0.159,0.0391,-0.0398,56,27,25,4
6305438137,0.1815,0.478,0.653,-0.1022,0.1148,0.218,175,88,65,59
6305470448,0.7551,0.8756,0.6862,0.1487,0.1237,-0.0099,170,112,93,41
6305480869,0.4359,0.6348,0.598,0.1072,0.291,0.1195,263,96,100,34
6305499365,0.6877,0.7568,0.6668,0.2886,0.055,0.0111,283,143,81,17
6305537798,0.7292,0.7842,0.639,0.237,0.1182,0.0629,173,93,71,13
6305568901,0.0657,-0.0361,0.0688,0.0693,0.0009,0.0339,279,172,119,78
6305574944,0.5279,0.6817,0.6471,0.1099,0.2376,-0.1499,104,51,48,6
6305609764,0.6592,0.764,0.7517,0.2516,0.2048,0.0973,222,83,64,16
6305622825,0.3863,0.4937,0.3903,0.0628,0.1397,0.1943,116,55,51,24
6305627401,0.7316,0.5578,0.7094,0.5105,-0.006,0.1641,135,75,20,16
6305657939,0.6438,0.7233,0.7624,0.0886,0.1137,0.052,205,112,107,54
6305692688,0.5895,0.6905,0.7176,0.1575,0.1177,0.1692,179,98,74,50
6305718903,0.4558,0.5561,0.7295,0.0511,0.0887,0.084,132,65,60,39
630573240X,0.74,0.881,0.8025,0.1034,0.108,0.0298,425,249,199,71
630574999X,0.7354,0.8781,0.7988,0.1001,0.1058,0.0255,411,242,193,66
6305784906,0.1081,0.2857,0.4558,-0.0565,0.0837,0.164,193,101,97,45
6305800073,0.2866,0.6955,0.2624,-0.1009,0.3092,-0.0129,115,56,63,14
630580706X,0.514,0.6904,0.7868,-0.0137,0.0816,0.032,145,93,83,22
6305828075,0.486,0.5464,0.7129,0.1111,0.0547,0.1688,404,161,114,100
6305836663,0.1284,0.0372,0.6803,0.0342,-0.0224,0.5116,347,99,63,76
6305837325,0.5781,0.5593,0.5323,0.3535,0.0713,0.0789,348,171,83,68
630587493X,0.5409,0.6201,0.7468,0.2118,0.1142,0.0193,152,75,47,12
6305892806,0.6304,0.7468,0.6184,0.2053,0.1121,0.045,173,100,65,31
6305897786,0.2314,0.3581,0.5065,0.0347,0.1102,0.1448,213,110,95,48
6305949638,0.7657,0.7981,0.7236,0.135,0.1337,-0.0146,157,87,84,31
6305958041,0.0987,0.1458,0.4888,0.0411,0.069,0.1894,182,109,88,52
6305962596,0.8051,0.7765,0.8244,0.2283,-0.0053,0.1051,159,57,39,48
6306012400,0.8803,0.915,0.6396,0.2679,0.1112,-0.0237,103,63,48,5
7799120991,0.7673,0.6418,0.8511,0.3898,-0.0504,0.1824,429,217,69,95
7799128836,0.8643,0.8303,0.9111,0.3534,-0.0464,0.1116,431,185,72,89
7799133104,0.7055,0.5812,0.8178,0.3071,-0.064,0.26,414,200,71,120
7799144076,0.4022,0.095,0.7422,0.1724,0.0006,0.2716,416,123,28,63
7799146915,0.3202,0.087,0.5251,0.1253,-0.0975,0.1368,440,291,224,180
7799146958,0.2491,-0.1919,0.6498,0.1658,-0.1056,0.39,192,43,15,21
7799437278,0.835,0.7167,0.6558,0.5267,-0.0039,-0.0696,112,62,26,9
7799444371,0.8226,0.7573,0.909,0.5399,0.0308,0.2195,415,155,53,37
7880879625,0.8305,0.8073,0.8802,0.272,0.0083,0.1291,404,144,86,77
7883631101,0.6094,0.668,0.7604,-0.0026,0.0361,0.0675,149,108,101,97
7883666630,0.7826,0.7694,0.7218,0.1319,0.0275,0.0171,166,123,107,20
7883685635,0.7132,0.6653,0.8616,0.1975,-0.0282,0.2018,301,156,79,105
788370091X,0.8168,0.804,0.8864,0.2226,-0.0519,0.1797,443,216,108,153
7883704559,0.834,0.8749,0.8597,0.371,-0.0189,0.094,301,142,51,69
7883704591,0.8794,0.8302,0.9151,0.2599,-0.0092,0.1082,428,242,143,146
7883706837,0.7295,0.6064,0.8581,0.3173,-0.0567,0.1679,428,213,90,110
7885142523,0.4283,0.5912,0.7762,0.1078,0.18,0.1414,98,48,33,12
8379891716,0.4655,0.7143,0.7586,0.157,0.322,0.3371,90,34,31,19
B000003KHS,0.7152,0.8672,0.671,0.1121,0.2145,-0.068,170,81,81,34
B000005QLO,0.6797,0.7853,0.8035,0.1763,0.1259,0.1058,205,102,74,44
B000005QSO,0.8095,0.771,0.8214,0.2373,-0.0094,0.1045,153,56,38,47
B0000060X7,-0.2287,-0.0573,-0.1154,-0.0536,0.0774,0.0952,189,125,120,89
B0000063XU,0.5239,0.4535,0.7688,0.1569,-0.0641,0.2737,163,75,53,57
B000009S2E,0.1998,0.1241,0.2561,0.1361,-0.0013,0.0965,146,87,56,46
B00000F2UF,0.3088,0.6573,0.4098,-0.0405,0.199,0.2881,139,68,58,19
B00000F3GI,0.2277,0.4791,0.4631,0.0351,0.2117,0.0311,136,68,72,32
B00000F4ZY,0.6656,0.7478,0.7445,0.1491,0.109,0.0156,244,142,119,44
B00000F5OT,0.8142,0.8659,0.8796,0.1998,0.1102,0.1364,187,59,43,39
B00000FYPB,0.5144,0.5946,0.9065,-0.0294,-0.0656,0.2458,117,75,56,65
B00000G3PL,0.6484,0.598,0.6157,0.3427,0.104,0.1798,194,45,29,25
B00000ILBK,0.3109,0.4375,0.6612,0.0471,0.0101,0.2214,174,89,52,42
B00000ILEA,0.8711,0.941,0.9225,0.3858,0.0605,0.1228,115,78,44,18
B00000IRED,0.6253,0.7581,0.7593,0.1084,0.1527,0.1093,202,102,90,25
B00000JQUA,0.6517,0.5812,0.9006,0.1842,0.0198,0.3217,106,49,45,23
B00000K3AM,0.6387,0.7591,0.7416,0.1329,0.1354,0.1154,421,188,160,119
B00001IVEC,0.7507,0.6068,0.9046,0.5005,0.1136,0.1822,162,63,30,13
B00001ZWTS,-0.1856,-0.1443,0.3208,-0.0858,-0.007,0.4059,114,63,52,22
B000022TSH,0.7428,0.8598,0.913,0.0379,0.1488,0.2278,185,86,94,41
B000028U3R,0.8931,0.8486,0.9243,0.3547,-0.0306,0.0165,166,98,36,45
B00002E23H,0.5124,0.5089,0.62,0.118,0.0783,0.1236,185,91,76,64
B000035P86,0.3846,0.4128,0.4846,-0.0293,0.0005,0.1828,131,85,86,33
B000035Z1R,0.8138,0.8337,0.4915,0.3734,0.2151,-0.0787,107,59,42,9
B00003CWT6,0.7259,0.7752,0.8267,0.1553,0.016,0.1039,433,251,185,192
B00003CX44,0.2534,0.3705,0.5928,0.0251,0.0338,0.2041,143,68,55,37
B00003CX8I,0.706,0.7125,0.7668,0.1197,0.0137,0.0607,262,142,122,89
B00003CXBK,0.7728,0.6185,0.8523,0.1991,-0.068,0.2077,112,65,31,55
B00003CXE6,0.6029,0.7451,0.7079,0.0332,0.099,0.0788,449,245,240,183
B00003CXFU,0.8036,0.8082,0.6362,0.0961,0.1306,-0.0492,189,111,115,25
B00003CXHJ,0.5544,0.5688,0.5237,0.1666,0.0817,0.1147,176,83,70,54
B00003CXI6,0.5391,0.6446,0.6883,0.1463,0.1372,0.0889,193,119,92,46
B00003CXIU,-0.4595,-0.5171,-0.153,-0.0811,-0.0554,0.2285,129,92,78,47
B00003CXKJ,0.535,0.5683,0.4767,0.129,0.0617,-0.0356,150,77,62,23
B00003CXKT,0.0493,-0.144,0.3937,0.0455,-0.1301,0.24,441,285,253,186
B00003CXLS,0.4584,0.4047,0.6717,0.1518,-0.0196,0.2631,83,36,22,27
B00003CXMG,0.8296,0.9229,0.837,0.1535,0.0963,0.0493,212,132,108,39
B00003CXN4,0.3551,0.6692,0.5883,-0.0256,0.3131,0.0097,172,89,109,42
B00003CXO1,0.4073,0.5551,0.6708,-0.0014,0.1312,0.0647,175,112,108,14
B00003CXP0,0.0228,0.6773,0.5264,-0.2364,0.2889,0.1477,263,152,131,80
B00003CXP1,0.0238,0.6706,0.5209,-0.2296,0.2952,0.1493,257,148,128,79
B00003CXPD,0.9001,0.9252,0.5398,0.2463,0.1256,-0.2023,116,88,73,26
B00003CXQA,0.3864,0.4755,0.4462,0.0939,0.0919,0.0386,281,168,145,60
B00003CXQS,0.4295,0.5209,0.5357,0.1361,0.1748,0.1136,140,80,67,17
B00003CXR1,0.7829,0.7949,0.801,0.2145,0.092,0.0633,293,180,148,74
B00003CXRA,0.352,0.4836,0.7645,0.0375,0.1112,0.1219,200,106,90,43
B00003CXRM,0.7405,0.8108,0.881,0.129,0.1435,0.1406,329,150,140,68
B00003CXRO,0.6612,0.7667,0.7802,0.1212,0.1894,0.1226,355,175,164,71
B00003CXS4,0.6856,0.8189,0.7965,0.051,0.1227,0.0479,183,95,89,27
B00003CXSO,0.0277,0.2366,0.367,-0.0425,0.1176,0.1274,253,157,137,72
B00003CXT9,0.4188,0.3532,0.5325,0.1063,-0.0218,0.0735,248,143,119,102
B00003CXXI,0.8142,0.8169,0.8544,0.2675,0.0178,0.0341,343,219,131,96
B00003CXXP,0.2518,0.4762,0.623,-0.0626,0.0587,0.171,302,193,143,94
B00003CXXR,0.2961,0.2709,0.6135,0.061,-0.0621,0.2673,288,171,100,100
B00003CXZ1,0.0481,0.2848,0.4996,-0.0917,0.0885,0.1754,288,142,151,95
B00003CXZ3,0.632,0.7944,0.6985,0.1686,0.1628,0.031,249,156,113,41
B00003CY57,-0.1254,-0.0545,0.2465,-0.0575,0.0524,0.1144,119,61,33,8
B00003CY5H,0.7027,0.7861,0.6449,0.0886,0.2027,-0.0455,146,75,84,19
B00003CY5U,0.7091,0.864,0.7585,0.1827,0.1205,-0.0707,142,76,54,13
B00003CY67,0.2281,0.15,-0.2637,0.1525,0.0492,0.0689,134,72,54,7
B00003CYLJ,0.7155,0.826,0.7225,0.0718,0.1243,-0.0089,321,207,197,108
B00003OSTA,0.8,0.7804,0.8199,0.189,0.0599,0.1719,323,123,86,96
B00003RQND,0.7128,0.6811,0.691,0.4451,0.0554,0.1402,238,117,39,31
B00004D2X8,0.3736,0.3985,0.6421,0.0382,0.0203,0.1594,442,221,189,143
B00004RYKP,0.8358,0.8956,0.8819,0.2134,0.1381,-0.052,129,61,55,12
B00004RYSN,0.6252,0.7467,0.8066,0.0344,0.1376,0.1774,205,84,91,49
B00004TQF7,0.7393,0.8256,0.6989,0.0911,0.0993,0.0857,163,77,74,30
B00004W46I,0.69,0.6585,0.4948,0.2664,0.014,-0.1309,127,73,43,19
B00004Y2R4,0.3556,0.4132,0.2742,0.0179,0.0491,-0.0491,108,55,58,36
B00004Y56D,0.3172,0.4307,0.586,0.1037,0.0809,0.2899,296,85,53,46
B00004YA66,0.9007,0.9124,0.7422,0.4349,0.1248,0.1357,175,91,54,17
B00004YWJE,0.7277,0.6204,0.2108,0.3693,-0.0299,-0.1864,122,74,41,18
B00004Z4U9,0.7768,0.7665,0.6996,0.32,0.0493,0.1303,228,92,53,67
B00004Z4WQ,0.3125,0.3401,0.4551,0.1135,0.0274,0.1508,146,85,52,11
B00004Z4WR,0.3546,0.337,0.5147,0.1309,0.0638,0.1115,211,79,76,50
B0000524E5,0.4807,0.3928,0.267,0.284,0.093,-0.0509,129,65,36,23
B000055Z8E,0.4004,0.2917,0.81,0.0088,-0.0958,0.3136,120,65,35,60
B000056KQN,0.4625,0.7114,0.5777,0.0194,0.2218,0.0447,133,59,57,20
B000056OCJ,0.0002,-0.0213,0.4235,0.0168,0.0048,0.2594,140,69,48,46
B000056PMV,0.4398,0.5569,0.5938,-0.0002,0.0672,0.037,148,96,89,64
B000056VP3,0.8505,0.9385,0.8008,0.2723,0.0923,0.0103,170,85,61,24
B000057X1R,0.727,0.8474,0.51,0.2206,0.0846,-0.1077,159,92,61,14
B000059HCH,0.233,0.5644,0.5737,-0.0253,0.1266,0.141,227,116,70,66
B000059TQ9,0.8109,0.8425,0.7064,0.4436,0.1727,-0.132,114,41,20,8
B00005ALS0,0.7641,0.8217,0.8423,0.1588,0.2029,-0.0133,142,69,66,12
B00005ALS2,0.7088,0.786,0.7838,0.0835,0.1599,0.1369,167,81,77,24
B00005AQ65,0.5464,0.652,0.609,0.0816,0.0719,-0.0454,329,198,164,84
B00005ATQJ,0.4761,0.6969,0.6446,0.0473,0.1634,0.1361,123,62,62,43
B00005BCPC,0.6341,0.7642,0.6618,0.2007,0.1215,0.0478,161,94,60,29
B00005IC52,0.5827,0.7846,0.5729,0.0793,0.1559,0.1111,106,55,41,35
B00005IC54,0.5187,0.5882,0.5881,0.1727,0.0981,0.038,283,133,92,40
B00005JHAA,0.7243,0.5601,-0.1037,0.4558,-0.0149,-0.2137,89,46,22,9
B00005JKDR,0.8563,0.8325,0.8974,0.2789,0.0152,0.1047,406,201,115,127
B00005JKJA,0.2837,0.5199,0.6553,-0.0027,0.1287,0.1573,214,134,94,50
B00005JKJM,0.3023,0.444,0.633,-0.0065,0.0985,0.1831,213,104,111,73
B00005JKL8,0.5084,0.5522,0.6693,0.1065,0.0529,0.1965,125,73,54,39
B00005JKLQ,0.5563,0.4993,0.2997,0.2583,-0.0134,-0.0829,136,91,52,14
B00005JKMY,0.0449,0.2575,0.4498,-0.0791,0.0571,0.1141,195,120,100,37
B00005JKTI,0.2365,0.6566,0.5075,-0.1517,0.2378,0.0185,150,102,104,34
B00005JKWI,0.5184,0.5791,0.6852,0.0982,0.0759,0.1945,132,75,68,54
B00005JKYX,0.301,0.3928,0.4847,0.0301,0.037,0.0659,155,73,67,41
B00005JKZU,0.716,0.7396,0.8406,0.2286,0.0471,0.1022,422,235,154,150
B00005JKZY,0.6842,0.7087,0.7685,0.2037,0.0566,0.0731,418,231,139,134
B00005JL3T,0.2207,0.4067,0.2967,0.0228,0.1365,-0.0391,394,263,190,76
B00005JLBE,0.0453,0.0309,0.196,0.0014,0.0084,0.1215,243,145,127,91
B00005JLD4,0.5978,0.7757,0.8144,0.1514,0.1884,0.0608,139,79,61,35
B00005JLF2,0.6854,0.7979,0.6632,0.2734,0.1251,0.0103,382,209,128,30
B00005JLJE,0.8488,0.8677,0.9101,0.342,0.0441,0.184,85,39,24,5
B00005JLPK,0.7168,0.7675,0.8362,0.089,0.0428,0.0881,169,95,85,66
B00005JLQ8,0.6336,0.6278,0.3689,0.3405,0.0659,0.0892,120,55,26,9
B00005JLQE,0.5651,0.6058,0.5963,0.1005,0.1044,0.0836,166,108,99,32
B00005JLR1,0.7038,0.5539,0.7127,0.2151,-0.0124,0.1327,105,53,30,42
B00005JLRT,-0.0097,0.0443,0.421,-0.0152,0.0546,0.177,207,130,90,55
B00005JLSB,0.7499,0.8186,0.6403,0.0818,0.1284,-0.0845,299,175,169,56
B00005JLSE,0.5118,0.6704,0.676,-0.0068,0.1182,0.0552,252,158,152,96
B00005JLT5,0.6757,0.7246,0.6826,0.2011,0.1363,0.0473,178,103,87,39
B00005JLTN,-0.0228,-0.1143,0.4323,-0.0211,-0.0793,0.2776,249,154,113,97
B00005JLWN,0.3714,0.559,0.7165,-0.0081,0.0865,0.0756,341,183,167,88
B00005JLYP,0.8027,0.8019,0.667,0.3393,0.0979,-0.0131,135,79,52,14
B00005JM0B,0.3423,0.3755,0.6519,0.0499,0.0048,0.1659,451,261,195,142
B00005JM1F,0.3794,0.5447,0.1641,0.041,0.1215,0.0776,144,80,62,8
B00005JM2Y,0.8377,0.7663,0.7428,0.2717,0.0219,0.0696,135,103,77,22
B00005JM3C,0.7628,0.7095,0.5313,0.4913,0.1088,0.0024,87,36,14,19
B00005JM5B,0.2245,0.1876,0.4235,0.0648,0.033,0.1925,289,146,115,86
B00005JM5E,0.753,0.7928,0.8426,0.0409,0.052,0.0767,451,269,259,158
B00005JMA8,0.3364,0.4866,0.4689,0.0754,0.1107,0.0457,307,175,126,88
B00005JMAH,0.5718,0.6433,0.7705,0.1216,0.0478,0.1119,409,210,155,123
B00005JMET,0.2108,0.4138,0.1707,-0.0255,0.1722,0.0179,159,80,76,19
B00005JMFQ,0.624,0.657,0.3462,0.1835,0.1322,-0.1322,359,198,171,33
B00005JMIJ,0.4381,0.6404,0.559,0.1276,0.2257,0.0089,128,73,64,28
B00005JMJ4,0.2723,0.4472,0.6645,-0.0503,0.0693,0.149,388,261,233,95
B00005JMJG,0.5594,0.7053,0.678,0.0028,0.069,0.0289,307,192,175,50
B00005JMPT,0.209,0.4534,0.5741,-0.0912,0.1172,0.1489,123,70,68,33
B00005JMQW,0.6176,0.6708,0.747,0.058,0.0149,0.0652,382,256,212,159
B00005JMQZ,0.6392,0.6655,0.7598,0.1861,0.0032,0.1101,215,144,90,60
B00005JMUK,0.1203,0.748,0.2838,-0.2263,0.4158,-0.1331,206,113,142,37
B00005JMXX,0.0925,0.0866,0.6742,-0.0622,-0.1129,0.4056,363,175,123,139
B00005JMYF,0.5326,0.6015,0.4617,0.1341,0.1681,-0.1086,145,75,68,11
B00005JMYI,0.1638,0.2881,0.2124,0.0032,0.0915,-0.0086,260,134,117,22
B00005JMZK,0.0559,-0.0573,0.4391,-0.0133,-0.0728,0.1891,297,187,126,89
B00005JN0T,0.5157,0.4959,0.6775,0.0855,-0.0334,0.1821,325,169,134,127
B00005JN2Z,0.648,0.7546,0.8414,-0.0125,0.1793,0.044,308,168,204,81
B00005JN5E,0.6704,0.5708,0.6547,0.2724,0.0214,-0.0023,401,222,142,56
B00005JN5T,0.2708,0.3451,0.3927,0.0476,0.0743,0.0192,167,108,89,13
B00005JNBQ,0.4728,0.4881,0.6094,0.1587,0.0068,-0.033,277,180,107,29
B00005JND5,0.7463,0.8347,0.6414,0.0501,0.131,-0.0283,237,151,154,59
B00005JNDZ,-0.1272,-0.0697,-0.1798,0.0233,0.0952,0.0305,119,68,53,13
B00005JNEI,-0.255,-0.2967,-0.2057,-0.1242,0.041,0.0961,257,166,56,32
B00005JNJV,0.7602,0.7403,0.6324,0.1414,0.0827,0.0345,443,258,242,135
B00005JNLQ,0.1303,0.2809,0.6036,-0.0313,0.0778,0.1675,151,85,79,25
B00005JNOG,0.6881,0.74,0.7698,0.2805,0.0029,0.0444,185,117,61,28
B00005JNQG,0.5047,0.5479,0.2452,0.2173,0.1357,-0.1261,154,73,51,11
B00005JNTU,0.2419,0.2255,0.5076,0.0306,0.0239,0.1666,449,257,214,157
B00005JNX0,0.4739,0.4378,0.689,0.1341,0.014,0.0928,162,93,59,50
B00005JO16,-0.0236,0.1696,0.3997,-0.1267,0.0226,0.1162,158,93,58,43
B00005JO1R,0.6572,0.7946,0.7471,0.0136,0.1772,-0.0608,300,189,204,68
B00005JO20,0.4214,0.457,0.6674,0.0408,0.0133,0.1921,448,261,225,230
B00005JO28,0.3261,0.1967,0.3081,0.1636,-0.0172,0.1129,265,158,96,75
B00005JOIH,0.1447,0.5038,0.3632,-0.0814,0.1543,0.0178,204,111,89,42
B00005JOQB,-0.1993,-0.0571,0.0017,-0.1043,0.1099,0.0579,177,115,83,54
B00005JOX2,0.6306,0.7459,0.7106,0.1886,0.1482,0.0503,292,151,116,35
B00005JOZI,0.5923,0.64,0.5895,0.2021,0.1855,0.0632,152,74,73,24
B00005JP03,0.1583,0.2293,0.4017,0.0188,0.0232,0.1696,124,39,33,16
B00005JP0C,0.5192,0.7417,0.7595,-0.0487,0.1961,0.0239,304,174,188,55
B00005JP63,0.3344,0.7173,0.5646,-0.1576,0.3127,-0.0371,142,78,106,22
B00005JP86,0.5692,0.4746,0.6409,0.244,0.0037,0.1495,231,141,105,78
B00005JP96,-0.6995,-0.513,0.0924,-0.2371,-0.015,0.3205,130,86,79,41
B00005JP97,0.4781,0.6997,0.582,-0.0125,0.2383,-0.0794,128,70,74,19
B00005JPA6,0.4868,0.665,0.7024,0.0749,0.0775,0.1442,411,237,151,167
B00005JPAM,0.5985,0.8471,0.5919,-0.0189,0.3191,-0.0641,238,129,156,41
B00005JPAS,-0.0558,0.0904,0.6433,-0.1579,-0.0327,0.3194,158,93,78,85
B00005JPD0,0.6662,0.7719,0.7467,0.1568,0.1726,0.095,211,89,89,33
B00005JPE3,0.704,0.7896,0.7547,0.0917,0.0987,-0.1008,156,100,91,19
B00005JPFH,-0.0709,-0.0094,0.4585,-0.0566,-0.043,0.2636,310,170,128,93
B00005JPFT,0.1745,0.1087,0.5719,0.0455,-0.0566,0.2904,158,79,28,26
B00005JPH2,0.4957,0.3763,0.632,0.2895,-0.0367,0.1215,255,122,60,61
B00005JPI2,0.4512,0.565,0.4906,0.1703,0.1305,0.0638,347,143,102,69
B00005JPJ8,0.2672,-0.4564,0.4797,0.287,0.0678,0.0893,118,58,5,6
B00005JPKE,0.5387,0.5636,0.5049,0.1759,0.0689,0.1473,149,72,56,28
B00005JPKW,0.213,0.1956,0.5288,0.131,0.0535,0.036,170,101,60,27
B00005JPL5,0.5283,0.6638,0.4323,0.2351,0.17,-0.0718,144,85,44,20
B00005JPNO,0.4587,0.391,0.6828,0.067,-0.0079,0.1749,419,198,168,165
B00005JPNV,0.6836,0.5018,0.2129,0.5255,0.0701,0.0764,124,71,26,8
B00005JPNY,0.2845,0.5749,0.8136,-0.0729,0.0856,0.1777,174,108,70,66
B00005JPOE,0.7951,0.8713,0.7398,0.2499,0.1073,-0.0535,118,66,48,18
B00005JPTK,0.2243,0.4684,0.2895,-0.0044,0.1614,0.0312,410,206,183,124
B00005JPUN,0.1543,0.3176,0.1682,0.023,0.1121,0.0196,168,81,63,24
B00005JPXP,0.5229,0.7109,0.7188,-0.0175,0.1893,0.0304,315,168,184,69
B00005JPXS,0.7716,0.6124,0.769,0.4203,-0.0305,0.2457,180,94,44,47
B00005JPXY,0.2674,0.0872,0.2042,0.1068,-0.0426,0.0134,367,211,156,159
B00005JPY0,0.4754,0.5958,0.6078,0.0312,0.1472,0.0901,439,208,210,114
B00005K3OI,0.3641,0.4887,0.5853,0.1694,0.1822,0.1757,211,103,67,14
B00005KA9Z,0.275,0.0857,,0.2717,0.0779,,78,40,17,0
B00005MKOL,0.7641,0.5883,0.4443,0.3835,0.0649,0.0103,81,28,13,17
B00005NB93,0.8085,0.7175,0.5884,0.4608,-0.0151,0.0145,115,56,19,29
B00005NFL9,0.5547,0.6589,0.868,0.1709,0.133,-0.0642,134,73,55,8
B00005NKSD,0.7131,0.7958,0.551,0.2651,0.153,-0.057,114,69,45,36
B00005O5CM,0.828,0.8677,0.8113,0.1686,0.0903,-0.0054,205,125,107,23
B00005PJ8O,0.781,0.8725,0.8756,0.1988,0.2304,0.24,346,133,127,64
B00005R874,0.2726,0.2678,0.6926,0.0853,0.0593,0.3164,145,77,55,34
B00005RHGK,0.3006,0.3814,0.5817,0.0635,0.0333,0.1185,215,136,94,70
B00005RRG7,0.9069,0.9396,0.9536,0.3707,0.0731,0.1573,83,28,13,12
B00005T33W,0.3839,0.703,0.2356,0.0499,0.2139,-0.08,123,77,57,10
B00005UQ9W,-0.1266,-0.0671,0.4294,-0.0819,-0.0498,0.3026,149,84,70,66
B00005UV34,0.6827,0.7653,0.7626,0.1816,0.168,0.108,141,78,64,20
B00005V3Z4,0.5943,0.7214,0.5738,0.1107,0.1288,-0.0538,249,137,110,59
B00005V7CT,0.3308,0.6477,0.6809,-0.0958,0.1817,0.0246,226,125,125,39
B00005Y6YJ,0.3692,0.6645,0.2843,0.1382,0.2516,0.1088,104,54,26,13
B00005YU1M,0.2425,0.6041,0.1568,-0.0837,0.228,-0.0505,161,103,105,28
B00005YUO1,0.447,0.7557,0.2991,0.0651,0.3841,-0.0307,181,70,82,15
